Id;label;wikidata;date of birth;date of death;place of birth;place of death;occupation;educated at;gender;wikipedia;type
p_807;Fielitz, J.;;;;;;;;unknown;;person
p_808;Figlhuber, F.;;;;;;;;unknown;;person
p_809;Fikentscher, Otto;Q19959427;28.02.1831;11.11.1880;Aachen;Düsseldorf;"artist;drawer;illustrator;caricaturist;painter";;male;https://de.wikipedia.org/wiki/Otto_Clemens_Fikentscher;person
p_810;Filippini, F.;;;;;;;;unknown;;person
p_811;Filtsch, Henriette;;;;;;;;female;;person
p_812;Fink, Anton;;;;;;;;male;;person
p_813;Fink, August;Q26741526;30.04.1846;25.06.1916;Munich;Munich;painter;;male;https://de.wikipedia.org/wiki/August_Fink_(Maler);person
p_814;Firle, Walter;Q2547164;22.08.1859;20.11.1929;Wroc?aw;Munich;painter;;male;https://en.wikipedia.org/wiki/Walter_Firle;person
p_815;Fischbach, Johann;Q1693441;05.04.1797;19.06.1871;Grafenegg;Munich;"painter;drawer";Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Johann_Fischbach;person
p_816;Fischer, Friedrich;;;;;;;;male;;person
p_817;Fischer, Ludwig;Q6699233;02.03.1848;24.04.1915;Salzburg;Vienna;"painter;etcher;landscape painter;graphic artist";Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Ludwig_Hans_Fischer;person
p_818;Fischer, V. Th.;;;;;;;;unknown;;person
p_819;Fischer-Köystrand, Carl;Q55773248;01.01.1861;01.01.1918;Vienna;;"drawer;graphic artist;painter;illustrator;watercolorist;designer";;male;;person
p_820;Fisher, Alexander;Q15627245;01.01.1864;01.01.1936;;;"painter;writer";;male;https://en.wikipedia.org/wiki/Alexander_Fisher_(painter);person
p_821;Fix, Anton;Q19368789;05.09.1846;13.07.1918;Vienna;Vienna;businessperson;;male;https://de.wikipedia.org/wiki/Anton_Fix;person
p_822;Fix, Josef;;;;;;;;male;;person
p_823;Fjaestad, Gustav Adolf;Q3378634;22.12.1868;17.07.1948;Stockholm;Arvika;"painter;designer;speed skater;graphic designer;handicrafter";"Royal Swedish Academy of Fine Arts;Konstnärsförbundets skola";male;https://en.wikipedia.org/wiki/Gustaf_Fj%C3%A6stad;person
p_824;Flameng, L.;Q3271802;22.11.1831;04.09.1911;Brussels;Courgent;"engraver;painter;printmaker";;unknown;https://en.wikipedia.org/wiki/L%C3%A9opold_Flameng;person
p_825;Flamm, Albert;Q878000;09.04.1823;28.03.1906;Cologne;Düsseldorf;painter;Kunstakademie Düsseldorf;male;https://en.wikipedia.org/wiki/Albert_Flamm;person
p_826;Flattich, Wilhelm von;Q95216;02.10.1826;24.02.1900;Stuttgart;Vienna;architect;;male;https://de.wikipedia.org/wiki/Wilhelm_von_Flattich;person
p_827;Flatz, Gebhard;Q1496891;11.06.1800;19.05.1881;Rickenbach;Bregenz;painter;;male;https://en.wikipedia.org/wiki/Gebhard_Flatz;person
p_828;Fleischer, Carl;;;;;;;;male;;person
p_829;Fleischer, Fritz;Q29251698;01.03.1861;01.01.1937;Wroc?aw;Weimar;painter;;male;;person
p_830;Fleischer, Max;Q1912505;29.03.1841;18.12.1905;Prost?jov;Vienna;architect;;male;https://de.wikipedia.org/wiki/Max_Fleischer_(Architekt);person
p_831;Flesch-Brunningen, Luma von;Q50912559;31.03.1856;01.01.1934;Brno;Munich;painter;;female;https://en.wikipedia.org/wiki/Luma_von_Flesch-Brunningen;person
p_832;Fleury-Robert, Tony;Q384078;01.09.1837;08.12.1912;Paris;Viroflay;painter;"Beaux-Arts de Paris;Académie Julian";male;https://en.wikipedia.org/wiki/Tony_Robert-Fleury;person
p_833;Flickel, Paul;Q19298287;08.04.1852;18.03.1903;Berlin;Nervi;painter;Weimar Saxon-Grand Ducal Art School;male;https://de.wikipedia.org/wiki/Paul_Flickel;person
p_834;Flüggen, Josef;Q1408646;03.04.1842;03.11.1906;Munich;Munich;"painter;artist";;male;https://en.wikipedia.org/wiki/Joseph_Fl%C3%BCggen;person
p_835;Foersterling, Otto;Q2038829;18.06.1843;03.06.1904;Berlin;Leipzig;painter;Berliner Akademie der Künste;male;https://de.wikipedia.org/wiki/Otto_F%C3%B6rsterling;person
p_836;Foglar, G.;;;;;;;;unknown;;person
p_837;Folli, Luigi;;;;;;;;male;;person
p_838;Forberg, Ernst;Q18619916;20.10.1844;09.04.1915;Düsseldorf;Düsseldorf;"copperplate engraver;university teacher;etcher;engraver;pastellist;painter";Kunstakademie Düsseldorf;male;https://en.wikipedia.org/wiki/Carl_Ernst_Forberg;person
p_839;Ford, Edward Onslow;Q2065439;27.07.1852;23.12.1901;London;London;sculptor;"Royal Academy of Fine Arts;Academy of Fine Arts, Munich";male;https://en.wikipedia.org/wiki/Edward_Onslow_Ford;person
p_840;Forlberg, Fritz;;;;;;;;male;;person
p_841;Fornara, Sallustio;Q52155465;01.01.1852;01.01.1922;Milan;Cernobbio;painter;;male;;person
p_842;Förster, Emil von;Q1337085;18.10.1838;14.02.1909;Vienna;Vienna;architect;;male;https://de.wikipedia.org/wiki/Emil_von_F%C3%B6rster;person
p_843;Förster, Ludwig von;Q541584;08.10.1797;16.06.1863;Ansbach;Bad Gleichenberg;"architect;professor";"Academy of Fine Arts, Munich;Academy of Fine Arts Vienna";male;https://en.wikipedia.org/wiki/Ludwig_F%C3%B6rster;person
p_844;Fortuny, Mariano;Q380052;11.06.1838;21.11.1874;Reus;Rome;"painter;graphic artist";Our Lady of Charity;male;https://en.wikipedia.org/wiki/Mari%C3%A0_Fortuny;person
p_845;Foster, Birkert;;;;;;;;male;;person
p_846;Fowler, Richard;;;;;;;;male;;person
p_847;Fragiacomo, Pietro;Q3903892;14.08.1856;18.05.1922;Trieste;Venice;painter;Accademia di Belle Arti di Venezia;male;https://en.wikipedia.org/wiki/Pietro_Fragiacomo;person
p_848;Franceschini, Friedrich;Q1314268;30.07.1845;02.04.1906;Vienna;Vienna;painter;;male;https://de.wikipedia.org/wiki/Friedrich_Franceschini;person
p_849;Franck, A.;Q26932000;11.07.1841;26.06.1929;Billwerder;Hamburg;painter;Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Adolf_Theodor_Franck;person
p_850;Franck, Josef;Q21500248;01.01.1825;01.01.1883;;;printmaker;;male;;person
p_851;Franco y Salinás, Luis;Q22672350;19.03.1850;01.01.1897;Valencia;Madrid;painter;;male;https://es.wikipedia.org/wiki/Luis_Franco_y_Salinas;person
p_852;Frank, A.;;;;;;;;unknown;;person
p_853;Frank, Eduard;;;;;;;;male;;person
p_854;Frank, Raoul;Q1803279;01.05.1867;13.01.1939;Linz;Oberalm;painter;;male;https://de.wikipedia.org/wiki/Raoul_Frank;person
p_855;Franke, Franz;;;;;;;;male;;person
p_856;Frauendorfer-Mühlthaler, Helene von;Q21896069;14.04.1853;12.08.1933;Munich;Munich;painter;;female;https://de.wikipedia.org/wiki/Helene_von_Frauendorfer-M%C3%BChlthaler;person
p_857;Frecskay, László von;Q26947456;25.06.1844;22.10.1916;Pest;Budapest;"painter;illustrator;graphic designer;caricaturist";Academy of Fine Arts Vienna;male;;person
p_858;Frédéric, Léon;Q1361500;26.08.1856;27.01.1940;Brussels;Schaerbeek - Schaarbeek;painter;Académie royale des Beaux-Arts;male;https://en.wikipedia.org/wiki/L%C3%A9on_Fr%C3%A9d%C3%A9ric;person
p_859;Freese, Ernst;Q109335204;24.01.1865;17.03.1949;Nauen;Berlin;sculptor;Berliner Akademie der Künste;male;;person
p_860;Freiberg, Marie von;;;;;;;;female;;person
p_861;Freiesleben, Ernst;Q62504388;01.01.1838;16.01.1883;Wolmirstedt;Weimar;"painter;drawer;artist;landscape painter";Weimar Saxon-Grand Ducal Art School;male;;person
p_862;Fremiet, Emanuel;Q499022;06.12.1824;10.09.1910;Montrouge;Paris;"sculptor;painter;university teacher";;male;https://en.wikipedia.org/wiki/Emmanuel_Fr%C3%A9miet;person
p_863;Frenzel, Oskar;Q15837777;12.11.1855;15.05.1915;Berlin;Berlin;"painter;lithographer";"Prussian Academy of Arts;Unterrichtsanstalt des Kunstgewerbemuseums Berlin;Berliner Akademie der Künste";male;https://en.wikipedia.org/wiki/Oskar_Frenzel;person
p_864;Frère, Charles Theodor;Q323928;21.06.1814;24.03.1888;Paris;Paris;painter;Beaux-Arts de Paris;male;https://en.wikipedia.org/wiki/Th%C3%A9odore_Fr%C3%A8re;person
p_865;Fresenius, Richard;Q2149508;18.06.1844;07.01.1903;Frankfurt am Main;Monaco;painter;;male;https://de.wikipedia.org/wiki/Richard_Fresenius;person
p_866;Freudenberg, Bernhard;Q4492596;07.08.1850;29.12.1925;Frankfurt am Main;;architect;TU Wien;male;https://de.wikipedia.org/wiki/Bernhard_Freudenberg;person
p_867;Freund, Fritz;Q1412731;13.04.1859;19.10.1936;Darmstadt;Miesbach;painter;;male;https://de.wikipedia.org/wiki/Fritz_Freund_(Maler);person
p_868;Frey, Wilhelm;Q1266255;04.06.1826;04.02.1911;Karlsruhe;Mannheim;painter;;male;https://de.wikipedia.org/wiki/Wilhelm_Frey_(Maler);person
p_869;Friant, Emile;Q207755;16.04.1863;09.06.1932;Dieuze;9th arrondissement of Paris;"painter;printmaker;sculptor";"Beaux-Arts de Paris;École nationale supérieure d'art de Nancy";male;https://en.wikipedia.org/wiki/%C3%89mile_Friant;person
p_870;Fried, August;;;;;;;;male;;person
p_871;Friedemut, M.;;;;;;;;unknown;;person
p_872;Friedl, Theodor;Q2417604;13.02.1842;05.09.1900;Vienna;Lower Austria;sculptor;Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Theodor_Friedl;person
p_873;Friedländer, Alfred;Q28381355;21.09.1860;09.04.1933;Vienna;Vienna;painter;"Academy of Fine Arts Vienna;Academy of Fine Arts, Munich";male;https://de.wikipedia.org/wiki/Alfred_Friedl%C3%A4nder;person
p_874;Friedländer, Camilla;Q26202496;10.12.1856;03.10.1928;Vienna;Vienna;"painter;artist";;female;https://en.wikipedia.org/wiki/Camilla_Friedl%C3%A4nder;person
p_875;Friedländer, Hedwig;Q46481608;13.02.1863;09.12.1945;Vienna;Vienna;painter;University of Applied Arts Vienna;female;https://en.wikipedia.org/wiki/Hedwig_Friedl%C3%A4nder;person
p_876;Friedländer-Malheim, Friedrich von;Q772701;10.01.1825;13.06.1901;Uhlí?ské Janovice;Vienna;painter;Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Friedrich_Ritter_von_Friedl%C3%A4nder-Malheim;person
p_877;Friedrich, J.;;;;;;;;unknown;;person
p_878;Friedrich, Ludwig;;;;;;;;male;;person
p_879;Friedrich, Otto;Q874606;02.07.1862;11.04.1937;Gy?r;Vienna;painter;;male;https://de.wikipedia.org/wiki/Otto_Friedrich_(Maler);person
p_880;Friedrich, W.;;;;;;;;unknown;;person
p_881;Friedrichsen, Ernestine;Q16831243;29.06.1824;21.07.1892;Gda?sk;Düsseldorf;painter;;female;https://en.wikipedia.org/wiki/Ernestine_Friedrichsen;person
p_882;Fries, Bernhard;Q825054;16.05.1820;21.05.1879;Heidelberg;Munich;painter;Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Bernhard_Fries;person
p_883;Friese, Richard;Q2149531;15.12.1854;13.08.1918;Gusev;Bad Zwischenahn;"painter;university teacher";"Prussian Academy of Arts;Unterrichtsanstalt des Kunstgewerbemuseums Berlin;Berliner Akademie der Künste";male;https://en.wikipedia.org/wiki/Richard_Friese;person
p_884;Friggerio, F.;;;;;;;;unknown;;person
p_885;Frind, August;Q37804753;21.11.1852;04.08.1924;Krásná Lípa;Krásná Lípa;"painter;poet;illustrator;lithographer";;male;https://de.wikipedia.org/wiki/August_Frind;person
p_886;Frisch, A.;Q21288396;01.01.1840;01.01.1918;Augsburg;Berlin;photographer;;male;;person
p_887;Frische, Heinrich Ludwig;Q14906698;09.01.1831;05.12.1901;Altenbruch;Düsseldorf;painter;Kunstakademie Düsseldorf;male;https://de.wikipedia.org/wiki/Heinrich_Ludwig_Frische;person
p_889;Frische, Rudolf;Q15437424;14.04.1859;22.09.1923;Osnabrück;;painter;Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Rudolf_Frische;person
p_890;Fritsch, Melchior;Q38084599;02.01.1826;05.05.1889;Vienna;Vienna;"watercolorist;painter";;male;https://de.wikipedia.org/wiki/Melchior_Fritsch;person
p_891;Fritz, Max;Q28051123;14.07.1849;07.07.1920;Berlin;Arneburg;painter;;male;https://de.wikipedia.org/wiki/Max_Fritz_(Maler);person
p_892;Fritz, Otto;;;;;;;;male;;person
p_893;Fritze, Margarete;Q71802939;28.10.1845;01.01.1908;;;painter;;female;;person
p_894;Froebe, Ludovica;;;;;;;;female;;person
p_895;Fromentin, Eugen;Q353746;24.10.1820;27.08.1876;La Rochelle;La Rochelle;"painter;writer;art historian";;male;https://en.wikipedia.org/wiki/Eug%C3%A8ne_Fromentin;person
p_896;Frömml, Hans;;;;;;;;male;;person
p_897;Frömml, Johann;;;;;;;;male;;person
p_898;Fröschl, Karl;Q39439457;23.04.1848;14.09.1934;Vienna;Vienna;"painter;illustrator";"Academy of Fine Arts Vienna;Academy of Fine Arts, Munich";male;https://de.wikipedia.org/wiki/Carl_Fr%C3%B6schl;person
p_899;Fruwirth, Carl;Q39588591;24.01.1810;17.01.1878;Vienna;Vienna;painter;"Academy of Fine Arts Vienna;Academy of Fine Arts, Munich";male;https://de.wikipedia.org/wiki/Carl_Fruwirth_(Maler);person
p_900;Fuchs, Emil;Q2395259;09.08.1866;13.01.1929;Vienna;New York City;"painter;sculptor;medalist;stampcutter";Prussian Academy of Arts;male;https://en.wikipedia.org/wiki/Emil_Fuchs_(artist);person
p_901;Fugel, Gebhard;Q1496893;14.08.1863;26.02.1939;Ravensburg;Munich;painter;Stuttgart State Academy of Art and Design;male;https://en.wikipedia.org/wiki/Gebhard_Fugel;person
p_902;Führich, Josef Ritter von;Q324318;09.02.1800;13.03.1876;Chrastava;Vienna;"painter;pedagogue;university teacher;engraver;opinion journalist;teacher;graphic artist";;male;https://en.wikipedia.org/wiki/Joseph_von_F%C3%BChrich;person
p_903;Funk, H.;Q14799695;12.12.1807;22.11.1877;Herford;Stuttgart;"painter;university teacher";;unknown;https://en.wikipedia.org/wiki/Heinrich_Funk;person
p_904;Fürst, Max;Q1912553;15.10.1846;30.08.1917;Traunstein;Munich;painter;;male;https://de.wikipedia.org/wiki/Max_F%C3%BCrst_(Maler);person
p_905;Fuss, Heinrich;Q47492711;06.07.1845;10.12.1913;Guntramsdorf;Innsbruck;sculptor;;male;https://de.wikipedia.org/wiki/Heinrich_Fuss;person
p_906;Fux, Josef;Q30131717;02.12.1842;30.03.1904;Steinhof;Vienna;"painter;designer;drawer;scenographer";;male;https://de.wikipedia.org/wiki/Josef_Fux;person
p_907;Gabl, Alois;Q1635490;24.09.1845;27.02.1893;Wenns;Munich;"painter;university teacher";;male;https://de.wikipedia.org/wiki/Alois_Gabl;person
p_908;Gabriel, Paul Josef Constantin;Q2303402;05.07.1828;23.08.1903;Amsterdam;Scheveningen;"painter;drawer;engraver";;male;https://en.wikipedia.org/wiki/Paul_Gabri%C3%ABl;person
p_909;Gadomski, Walery;Q9370496;01.01.1833;16.03.1911;Kraków;Kraków;sculptor;Jan Matejko Academy of Fine Arts in Krakow;male;;person
p_910;Gaetano, Quidi;;;;;;;;male;;person
p_911;Gagliardini, Gustave;Q3189516;01.03.1846;28.11.1927;Mulhouse;18th arrondissement of Paris;"painter;printmaker";Beaux-Arts de Paris;male;https://en.wikipedia.org/wiki/Julien_Gustave_Gagliardini;person
p_912;Gaisser, Jakob Emanuel;Q18613400;21.11.1825;21.01.1899;Augsburg;Munich;painter;"Augsburg University of Applied Sciences;Academy of Fine Arts, Munich";male;https://de.wikipedia.org/wiki/Jakob_Emanuel_Gaisser;person
p_913;Gaisser, Max;Q18600494;22.06.1857;01.07.1922;Augsburg;Munich;painter;Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Max_Gaisser;person
p_914;Gallait, Louis;Q538173;10.03.1810;20.11.1887;Tournai;Schaerbeek - Schaarbeek;"painter;engraver;watercolorist";;male;https://en.wikipedia.org/wiki/Louis_Gallait;person
p_915;Gallard, Edmund;;;;;;;;male;;person
p_916;Gallegos, José;Q1709225;03.05.1857;20.09.1917;Jerez de la Frontera;Anzio;"painter;architect;sculptor";Real Academia de Bellas Artes de San Fernando;male;https://en.wikipedia.org/wiki/Jos%C3%A9_Gallegos_y_Arnosa;person
p_921;Garcia y Rodriguez, Manuel;Q2428659;01.01.1863;06.05.1925;Seville;Seville;"painter;illustrator";Royal Academy of Fine Arts of Saint Isabel of Hungary;male;https://en.wikipedia.org/wiki/Manuel_Garc%C3%ADa_y_Rodr%C3%ADguez;person
p_917;Galofre, Baldomero;Q1106973;24.05.1845;26.07.1902;Reus;Barcelona;painter;Real Academia de España en Roma;male;https://en.wikipedia.org/wiki/Baldomer_Galofre;person
p_918;Gampenrieder, Carl;Q1453638;01.02.1860;27.10.1926;Munich;Munich;painter;Académie Julian;male;https://de.wikipedia.org/wiki/Karl_Gampenrieder;person
p_919;Gandara, Antonio de la;Q606115;16.12.1861;30.06.1917;9th arrondissement of Paris;Paris;"painter;cartoonist;designer;lithographer";Beaux-Arts de Paris;male;https://en.wikipedia.org/wiki/Antonio_de_La_G%C3%A1ndara;person
p_920;Gárate, Juan José;Q5950295;11.07.1869;03.07.1939;Albalate del Arzobispo;Madrid;painter;Real Academia de Bellas Artes de San Fernando;male;https://en.wikipedia.org/wiki/Juan_Jos%C3%A9_G%C3%A1rate;person
p_922;Garnelo, José;Q3816000;25.07.1866;28.10.1944;Enguera;Córdoba;painter;"Real Academia de Bellas Artes de San Fernando;Real Academia de España en Roma";male;https://en.wikipedia.org/wiki/Jos%C3%A9_Garnelo;person
p_923;Gartner, Jacob;Q89682;22.06.1861;15.04.1921;P?erov;Vienna;architect;;male;https://en.wikipedia.org/wiki/Jakob_Gartner;person
p_924;Garzolini, Giuseppe;;;;;;;;male;;person
p_925;Gasser, Hanns;Q877357;02.10.1817;24.04.1868;Krems in Kärnten;Pest;"painter;sculptor";;male;https://en.wikipedia.org/wiki/Hans_Gasser;person
p_3006;Storch, Anna;Q63485854;14.07.1815;21.01.1898;;;;;female;;person
p_928;Gätke, Heinrich;Q473377;19.05.1814;01.01.1897;Pritzwalk;Heligoland;"ornithologist;painter";;male;https://en.wikipedia.org/wiki/Heinrich_G%C3%A4tke;person
p_930;Gauermann, Friedrich;Q669760;20.09.1807;07.07.1862;Scheuchenstein;Vienna;"painter;graphic artist";;male;https://en.wikipedia.org/wiki/Friedrich_Gauermann;person
p_931;Gaul, August;Q653742;22.10.1869;18.10.1921;Großauheim;Berlin;"sculptor;illustrator;medalist";"Staatliche Zeichenakademie Hanau;Unterrichtsanstalt des Kunstgewerbemuseums Berlin;Berliner Akademie der Künste";male;https://en.wikipedia.org/wiki/August_Gaul;person
p_932;Gaul, Franz d. Ä.;Q1446888;27.06.1802;22.10.1874;Vienna;Vienna;sculptor;;male;https://de.wikipedia.org/wiki/Franz_Gaul;person
p_933;Gaul, Gustav;Q1555842;06.02.1836;07.09.1888;Vienna;Mödling;painter;Academy of Fine Arts Vienna;male;https://de.wikipedia.org/wiki/Gustav_Gaul;person
p_934;Gause, Wilhelm;Q16853517;27.03.1853;13.06.1916;Krefeld;Krems an der Donau;"painter;illustrator";;male;https://en.wikipedia.org/wiki/Wilhelm_Gause;person
p_935;Gavel, Ch.;;;;;;;;unknown;;person
p_936;Gay, Walter;Q380760;22.01.1856;15.07.1937;Boston;Paris;painter;;male;https://en.wikipedia.org/wiki/Walter_Gay;person
p_937;Gebhardt, Eduard von;Q322440;13.06.1838;13.02.1925;Järva-Jaani Rural Municipality;Düsseldorf;"painter;university teacher;artist";"Imperial Academy of Arts;Academy of Fine Arts Karlsruhe";male;https://en.wikipedia.org/wiki/Eduard_von_Gebhardt;person
p_938;Gebhardt, Ludwig;Q23011690;20.07.1830;06.10.1908;Munich;Munich;painter;Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Ludwig_Gebhardt_(Maler);person
p_939;Gebler, Friedrich Otto;Q1690724;18.09.1838;30.01.1917;Dresden;Munich;painter;;male;https://de.wikipedia.org/wiki/Otto_Gebler;person
p_940;Gedlek, Ludwig;Q1113498;30.06.1847;15.02.1904;Kraków;Vienna;painter;;male;https://de.wikipedia.org/wiki/Ludwig_Gedlek;person
p_941;Geffcken, Walter;Q47498226;04.04.1872;09.04.1950;Hamburg;;painter;;male;;person
p_942;Gegerfeld, Wilhelm de;Q5754400;09.11.1844;02.04.1920;Gothenburg;Västra Karup;painter;"Royal Danish Academy of Fine Arts;Royal Institute of Art";male;https://en.wikipedia.org/wiki/Wilhelm_von_Gegerfelt;person
p_943;Gehbe, Eduard;Q38571188;30.03.1845;06.03.1920;Meiningen;Salzburg;painter;;male;https://de.wikipedia.org/wiki/Eduard_Gehbe;person
p_944;Gehler, Otto;;;;;;;;male;;person
p_945;Gehrts, Karl;Q1038222;23.05.1853;17.07.1898;Hamburg;Endenich;"illustrator;painter;university teacher";;male;https://en.wikipedia.org/wiki/Carl_Gehrts;person
p_947;Geiger, Karl Josef;Q1039075;14.12.1822;19.10.1905;Alservorstadt;Vienna;"painter;illustrator;university teacher;etcher";Academy of Fine Arts Vienna;male;https://de.wikipedia.org/wiki/Carl_Joseph_Geiger;person
p_948;Geiger, Peter Johann Nepomuk;Q751264;11.01.1805;29.10.1880;Mariahilf;Vienna;"painter;university teacher;engraver;teacher";;male;https://en.wikipedia.org/wiki/Peter_Johann_Nepomuk_Geiger;person
p_949;Geissler, Wilhelm;Q75191519;12.07.1848;04.04.1928;Hanover;;"printmaker;painter";Berliner Akademie der Künste;male;https://de.wikipedia.org/wiki/Wilhelm_Geissler_(K%C3%BCnstler,_1848);person
p_950;Geist, Carl von;Q15791040;09.12.1870;29.11.1931;Reichelsheim;Bad Wimpfen;painter;;male;https://en.wikipedia.org/wiki/Carl_Geist;person
p_951;Geller, Johann Nepomuk;Q28055161;21.03.1860;09.11.1954;Vienna;;painter;;male;;person
p_952;Gelli, Edoardo;Q51555517;09.04.1851;30.05.1933;Savona;Florence;painter;;male;https://en.wikipedia.org/wiki/Edoardo_Gelli;person
p_953;Gemmi, Giacomo;;;;;;;;male;;person
p_954;Genberg, Anton;Q5755399;20.06.1862;08.01.1939;Östersunds församling;Engelbrekt church parish;"artist;painter";"Konstfack;Royal Swedish Academy of Fine Arts";male;https://en.wikipedia.org/wiki/Anton_Genberg;person
p_955;Genschow, Georg;Q1504431;04.10.1828;15.07.1902;Rostock;Düsseldorf;painter;Berliner Akademie der Künste;male;https://de.wikipedia.org/wiki/Georg_Genschow;person
p_956;Gentile, Tomaso;;;;;;;;male;;person
p_957;Gentz, Ismael;Q1674330;18.06.1862;20.10.1914;Berlin;Berlin;painter;"Berliner Akademie der Künste;Kunstakademie Düsseldorf";male;https://de.wikipedia.org/wiki/Ismael_Gentz;person
p_958;Gentz, Wilhelm;Q878305;09.12.1822;23.08.1890;Neuruppin;Berlin;painter;;male;https://de.wikipedia.org/wiki/Wilhelm_Gentz;person
p_995;Goebel, Carl;Q1038315;26.02.1824;10.02.1899;Vienna;Vienna;"painter;lithographer";Academy of Fine Arts Vienna;male;https://de.wikipedia.org/wiki/Carl_Goebel_(Maler,_1824);person
p_960;Germ, Josef;;;;;;;;male;;person
p_961;Germela, Raimund;Q27535800;01.06.1868;23.04.1945;Vršac;Vienna;"painter;illustrator";;male;https://de.wikipedia.org/wiki/Raimund_Germela;person
p_962;Gérome, J. L.;Q212499;11.05.1824;10.01.1904;Vesoul;9th arrondissement of Paris;"painter;sculptor;teacher;graphic artist;draftsperson;porcelain painter";"Beaux-Arts de Paris;College Gérôme";male;https://en.wikipedia.org/wiki/Jean-L%C3%A9on_G%C3%A9r%C3%B4me;person
p_963;Gerson, Wojciech;Q1364258;01.07.1831;25.02.1901;Warsaw;Warsaw;"painter;art historian";"School of Fine Arts in Warsaw;Imperial Academy of Arts";male;https://en.wikipedia.org/wiki/Wojciech_Gerson;person
p_964;Gesellschaft für vervielfältigende Kunst (Wien);;;;;;;;unknown;;person
p_965;Geselschap, Eduard;Q18620678;22.03.1814;05.01.1878;Amsterdam;Düsseldorf;painter;Kunstakademie Düsseldorf;male;https://de.wikipedia.org/wiki/Eduard_Geselschap;person
p_966;Gessa, Arias Sebastian;Q9075346;08.05.1840;09.01.1920;Chiclana de la Frontera;San Agustín del Guadalix;painter;;male;https://en.wikipedia.org/wiki/Sebasti%C3%A1n_Gessa_y_Arias;person
p_967;Gestetner, Sándor;Q60036505;;;;;painter;;male;;person
p_968;Geyer, Georg;Q31031370;12.09.1823;19.09.1912;Vienna;Vienna;"landscape painter;painter";;male;https://de.wikipedia.org/wiki/Georg_Geyer_(Maler);person
p_969;Geyer, Otto;Q1247914;08.01.1843;01.01.1914;Charlottenburg;Charlottenburg;sculptor;"Prussian Academy of Arts;Berliner Akademie der Künste";male;https://en.wikipedia.org/wiki/Otto_Geyer;person
p_970;Geyerfelt, W. von;;;;;;;;unknown;;person
p_971;Geyger, Ernst Moriz;Q878433;09.11.1861;29.12.1941;Neukölln;Florence;"sculptor;painter;graphic artist;etcher;medalist";;male;https://en.wikipedia.org/wiki/Ernst_Moritz_Geyger;person
p_972;Geyling, Rudolf;Q40120940;04.02.1839;04.06.1904;Vienna;;painter;;male;;person
p_973;Gianetti, Rafael;Q17130808;01.01.1832;01.01.1916;;Genoa;painter;;male;;person
p_974;Gierymski, Aleksander;Q958927;30.01.1850;01.03.1901;Warsaw;Rome;painter;Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Aleksander_Gierymski;person
p_975;Gierymski, Maksymilian;Q1886542;09.10.1846;16.09.1874;Warsaw;Bad Reichenhall;painter;Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Maksymilian_Gierymski;person
p_976;Giese, Max Eduard;Q23000582;05.07.1867;09.07.1916;Düsseldorf;Pasing;painter;;male;https://de.wikipedia.org/wiki/Max_Eduard_Giese;person
p_977;Giesel, Hermann;Q18508297;01.01.1847;02.06.1906;;Vienna;painter;;male;;person
p_985;Gisela, Josef;Q26240462;17.11.1851;24.08.1899;Vienna;Vienna;painter;Academy of Fine Arts Vienna;male;https://de.wikipedia.org/wiki/Josef_Gisela;person
p_978;Gilardi, P. C.;;;;;;;;unknown;;person
p_979;Gilbert, John Sir;Q1591928;21.07.1817;05.10.1897;Blackheath;London Borough of Lewisham;"painter;illustrator";;male;https://en.wikipedia.org/wiki/John_Gilbert_(painter);person
p_980;Ginzel, Adolf;;;;;;;;male;;person
p_981;Gioli, Francesco;Q749628;29.06.1846;04.02.1922;Cascina;Florence;painter;Academy of Fine Arts, Florence;male;https://en.wikipedia.org/wiki/Francesco_Gioli;person
p_982;Girardet, Edouard;Q1287565;30.07.1819;05.03.1880;Le Locle;Versailles;"copperplate engraver;painter";;male;https://en.wikipedia.org/wiki/Edouard_Girardet;person
p_983;Girardet, Karl;Q324021;07.05.1813;24.04.1871;Le Locle;Versailles;"painter;illustrator;engraver";Beaux-Arts de Paris;male;https://en.wikipedia.org/wiki/Karl_Girardet;person
p_984;Giron, Charles;Q1064549;02.04.1850;09.06.1914;Geneva;Genthod;"painter;landscape painter;portraitist;art critic";Beaux-Arts de Paris;male;https://en.wikipedia.org/wiki/Charles_Giron;person
p_986;Gisenti, A.;;;;;;;;unknown;;person
p_987;Giuliano, Bartolomeo Cav.;Q3635380;15.08.1825;12.04.1909;Susa;Milan;painter;Accademia Albertina;male;https://en.wikipedia.org/wiki/Bartolomeo_Giuliano;person
